MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,,,,,0887-20,0887-20 Milw M18 Brushless Precision Blower,,,,Milwaukee Accessory (4031),Milwaukee Accessory (4031),Unknown,LOW_CONFIDENCE,0887-20,,,,,Milw M18 Brushless Precision Blower for industrial and commercial applications.,Milw M18 Brushless Precision Blower Manufactured or supplied by Milwaukee Accessory (4031).,,Milw M18 Brushless Precision Blower designed for industrial and commercial use.,Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 0887-20,,,,,,,,,,,,,,,,,,,,,,,,Milw M18 Brushless Precision Blower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,DCBL724B,DCBL724B Dewalt 20V Max XR Blower (Bare),,,,Black & Decker/dewlt (2585),Black & Decker/dewlt (2585),DEWALT,REVIEW,DCBL724B,,,,,Dewalt 20V Max XR Blower (Bare) for industrial and commercial applications.,Dewalt 20V Max XR Blower (Bare) Manufactured or supplied by Black & Decker/dewlt (2585). Available product information includes Voltage: 20 V.,,Dewalt 20V Max XR Blower (Bare) designed for industrial and commercial use. Key identified specifications include Voltage: 20 V.,Brand: DEWALT,Manufacturer: Black & Decker/dewlt (2585),Manufacturer Part Number: DCBL724B,Voltage: 20 V,,,,,,,,,,,,,,,,,,,,,,Dewalt 20V Max XR Blower (Bare),Voltage,20,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,2954-20,2954-20 Milw M18 Bluetooth Jobsite Speaker,,,,Milwaukee Accessory (4031),Milwaukee Accessory (4031),Unknown,LOW_CONFIDENCE,2954-20,,,,,Milw M18 Bluetooth Jobsite Speaker for industrial and commercial applications.,Milw M18 Bluetooth Jobsite Speaker Manufactured or supplied by Milwaukee Accessory (4031).,,Milw M18 Bluetooth Jobsite Speaker designed for industrial and commercial use.,Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 2954-20,,,,,,,,,,,,,,,,,,,,,,,,Milw M18 Bluetooth Jobsite Speaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,2955-20,2955-20 Milw M12 Bluetooth - Jobsite Speaker w/Packout,,,,Milwaukee Accessory (4031),Milwaukee Accessory (4031),Unknown,LOW_CONFIDENCE,2955-20,,,,,Milw M12 Bluetooth - Jobsite Speaker w/Packout for industrial and commercial applications.,Milw M12 Bluetooth - Jobsite Speaker w/Packout Manufactured or supplied by Milwaukee Accessory (4031).,,Milw M12 Bluetooth - Jobsite Speaker w/Packout designed for industrial and commercial use.,Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 2955-20,,,,,,,,,,,,,,,,,,,,,,,,Milw M12 Bluetooth - Jobsite Speaker w/Packout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,9A-219-180,9A-219-180 Abranet 4x6x6,,,,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc (MIRUS),Unknown,LOW_CONFIDENCE,9A-219-180,,,,,Abranet 4x6x6 for industrial and commercial applications.,Abranet 4x6x6 Manufactured or supplied by Mirka Abrasives Inc (MIRUS).,,Abranet 4x6x6 designed for industrial and commercial use.,Manufacturer: Mirka Abrasives Inc (MIRUS),Manufacturer Part Number: 9A-219-180,,,,,,,,,,,,,,,,,,,,,,,,Abranet 4x6x6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,9A-219-120RP,9A-219-120RP Abranet 4x6x6,,,,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc (MIRUS),Unknown,LOW_CONFIDENCE,9A-219-120RP,,,,,Abranet 4x6x6 for industrial and commercial applications.,Abranet 4x6x6 Manufactured or supplied by Mirka Abrasives Inc (MIRUS).,,Abranet 4x6x6 designed for industrial and commercial use.,Manufacturer: Mirka Abrasives Inc (MIRUS),Manufacturer Part Number: 9A-219-120RP,,,,,,,,,,,,,,,,,,,,,,,,Abranet 4x6x6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,3033-20,"3033-20 Milw M18 24"" - Hedge Trimmer",,,,Milwaukee Accessory (4031),Milwaukee Accessory (4031),Milwaukee,REVIEW,3033-20,,,,,"Milwaukee Milw M18 24"" - Hedge Trimmer for industrial and commercial applications.","Milwaukee Milw M18 24"" - Hedge Trimmer Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 24 in.",,"Milwaukee Milw M18 24"" - Hedge Trimmer designed for industrial and commercial use. Key identified specifications include Size: 24 in.",Brand: Milwaukee,Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 3033-20,Size: 24 in,,,,,,,,,,,,,,,,,,,,,,"Milwaukee Milw M18 24"" - Hedge Trimmer",Size,24,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,3033-21,"3033-21 Milw M18 24"" - Hedge Trimmer Kit",,,,Milwaukee Accessory (4031),Milwaukee Accessory (4031),Unknown,LOW_CONFIDENCE,3033-21,,,,,"Milw M18 24"" - Hedge Trimmer Kit for industrial and commercial applications.","Milw M18 24"" - Hedge Trimmer Kit Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 24 in.",,"Milw M18 24"" - Hedge Trimmer Kit designed for industrial and commercial use. Key identified specifications include Size: 24 in.",Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 3033-21,Size: 24 in,,,,,,,,,,,,,,,,,,,,,,,"Milw M18 24"" - Hedge Trimmer Kit",Size,24,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,3034-20,"3034-20 Milw M18 30"" - Hedge Trimmer",,,,Milwaukee Accessory (4031),Milwaukee Accessory (4031),Milwaukee,REVIEW,3034-20,,,,,"Milwaukee Milw M18 30"" - Hedge Trimmer for industrial and commercial applications.","Milwaukee Milw M18 30"" - Hedge Trimmer Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 30 in.",,"Milwaukee Milw M18 30"" - Hedge Trimmer designed for industrial and commercial use. Key identified specifications include Size: 30 in.",Brand: Milwaukee,Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 3034-20,Size: 30 in,,,,,,,,,,,,,,,,,,,,,,"Milwaukee Milw M18 30"" - Hedge Trimmer",Size,30,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,D25333K,D25333K Dewalt Hammer Drill,,,,Black & Decker/dewlt (2585),Black & Decker/dewlt (2585),DEWALT,REVIEW,D25333K,,,,,Dewalt Hammer Drill for industrial and commercial applications.,Dewalt Hammer Drill Manufactured or supplied by Black & Decker/dewlt (2585).,,Dewalt Hammer Drill designed for industrial and commercial use.,Brand: DEWALT,Manufacturer: Black & Decker/dewlt (2585),Manufacturer Part Number: D25333K,,,,,,,,,,,,,,,,,,,,,,,Dewalt Hammer Drill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,DCD803B,DCD803B Dewalt Multi-Head Drill Driver,,,,Black & Decker/dewlt (2585),Black & Decker/dewlt (2585),DEWALT,REVIEW,DCD803B,,,,,Dewalt Multi-Head Drill Driver for industrial and commercial applications.,Dewalt Multi-Head Drill Driver Manufactured or supplied by Black & Decker/dewlt (2585).,,Dewalt Multi-Head Drill Driver designed for industrial and commercial use.,Brand: DEWALT,Manufacturer: Black & Decker/dewlt (2585),Manufacturer Part Number: DCD803B,,,,,,,,,,,,,,,,,,,,,,,Dewalt Multi-Head Drill Driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,DCF860B,DCF860B Dewalt 20V Impact - Driver Drill,,,,Black & Decker/dewlt (2585),Black & Decker/dewlt (2585),DEWALT,REVIEW,DCF860B,,,,,Dewalt 20V Impact - Driver Drill for industrial and commercial applications.,Dewalt 20V Impact - Driver Drill Manufactured or supplied by Black & Decker/dewlt (2585). Available product information includes Voltage: 20 V.,,Dewalt 20V Impact - Driver Drill designed for industrial and commercial use. Key identified specifications include Voltage: 20 V.,Brand: DEWALT,Manufacturer: Black & Decker/dewlt (2585),Manufacturer Part Number: DCF860B,Voltage: 20 V,,,,,,,,,,,,,,,,,,,,,,Dewalt 20V Impact - Driver Drill,Voltage,20,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,3401-20,3401-20 Milw M12 Drill Driver - Brushless Compact (Bare),,,,Milwaukee Accessory (4031),Milwaukee Accessory (4031),Unknown,LOW_CONFIDENCE,3401-20,,,,,Milw M12 Drill Driver - Brushless Compact (Bare) for industrial and commercial applications.,Milw M12 Drill Driver - Brushless Compact (Bare) Manufactured or supplied by Milwaukee Accessory (4031).,,Milw M12 Drill Driver - Brushless Compact (Bare) designed for industrial and commercial use.,Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 3401-20,,,,,,,,,,,,,,,,,,,,,,,,Milw M12 Drill Driver - Brushless Compact (Bare),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,KPTDR050A,KPTDR050A Kreg 20V Ionic Compact Drill,,,,Kreg Tool Company (KRETO),Kreg Tool Company (KRETO),Unknown,LOW_CONFIDENCE,KPTDR050A,,,,,Kreg 20V Ionic Compact Drill for industrial and commercial applications.,Kreg 20V Ionic Compact Drill Manufactured or supplied by Kreg Tool Company (KRETO). Available product information includes Voltage: 20 V.,,Kreg 20V Ionic Compact Drill designed for industrial and commercial use. Key identified specifications include Voltage: 20 V.,Manufacturer: Kreg Tool Company (KRETO),Manufacturer Part Number: KPTDR050A,Voltage: 20 V,,,,,,,,,,,,,,,,,,,,,,,Kreg 20V Ionic Compact Drill,Voltage,20,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,DCD1007B,"DCD1007B Dewalt 20V Cordless - 1/2"" Hammer Drill (Bare)",,,,Black & Decker/dewlt (2585),Black & Decker/dewlt (2585),DEWALT,REVIEW,DCD1007B,,,,,"Dewalt 20V Cordless - 1/2"" Hammer Drill (Bare) for industrial and commercial applications.","Dewalt 20V Cordless - 1/2"" Hammer Drill (Bare) Manufactured or supplied by Black & Decker/dewlt (2585). Available product information includes Voltage: 20 V, Size: 1/2 in.",,"Dewalt 20V Cordless - 1/2"" Hammer Drill (Bare) designed for industrial and commercial use. Key identified specifications include Voltage: 20 V, Size: 1/2 in.",Brand: DEWALT,Manufacturer: Black & Decker/dewlt (2585),Manufacturer Part Number: DCD1007B,Voltage: 20 V,Size: 1/2 in,,,,,,,,,,,,,,,,,,,,,"Dewalt 20V Cordless - 1/2"" Hammer Drill (Bare)",Voltage,20,V,Size,1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,DCD799B,DCD799B Dewalt Drill,,,,Black & Decker/dewlt (2585),Black & Decker/dewlt (2585),DEWALT,REVIEW,DCD799B,,,,,Dewalt Drill for industrial and commercial applications.,Dewalt Drill Manufactured or supplied by Black & Decker/dewlt (2585).,,Dewalt Drill designed for industrial and commercial use.,Brand: DEWALT,Manufacturer: Black & Decker/dewlt (2585),Manufacturer Part Number: DCD799B,,,,,,,,,,,,,,,,,,,,,,,Dewalt Drill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,58006,58006 Voyager Drill Press,,,,King Canada Inc (KINCA),King Canada Inc (KINCA),Unknown,LOW_CONFIDENCE,58006,,,,,Voyager Drill Press for industrial and commercial applications.,Voyager Drill Press Manufactured or supplied by King Canada Inc (KINCA).,,Voyager Drill Press designed for industrial and commercial use.,Manufacturer: King Canada Inc (KINCA),Manufacturer Part Number: 58006,,,,,,,,,,,,,,,,,,,,,,,,Voyager Drill Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,2909-20,2909-20 Milw Roofing Nailer - M18,,,,Milwaukee Accessory (4031),Milwaukee Accessory (4031),Milwaukee,REVIEW,2909-20,,,,,Milwaukee Milw Roofing Nailer - M18 for industrial and commercial applications.,Milwaukee Milw Roofing Nailer - M18 Manufactured or supplied by Milwaukee Accessory (4031).,,Milwaukee Milw Roofing Nailer - M18 designed for industrial and commercial use.,Brand: Milwaukee,Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 2909-20,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Milw Roofing Nailer - M18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,2909-21,2909-21 Milw M18 Coil Roofing - Nailer Kit,,,,Milwaukee Accessory (4031),Milwaukee Accessory (4031),Milwaukee,REVIEW,2909-21,,,,,Milwaukee Milw M18 Coil Roofing - Nailer Kit for industrial and commercial applications.,Milwaukee Milw M18 Coil Roofing - Nailer Kit Manufactured or supplied by Milwaukee Accessory (4031).,,Milwaukee Milw M18 Coil Roofing - Nailer Kit designed for industrial and commercial use.,Brand: Milwaukee,Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 2909-21,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Milw M18 Coil Roofing - Nailer Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,918200,918200 Paslode CT200S24 18Ga ST Brad Nailer,,,,National Nail Corp (7439),National Nail Corp (7439),Unknown,LOW_CONFIDENCE,918200,,,,,Paslode CT200S24 18Ga ST Brad Nailer for industrial and commercial applications.,Paslode CT200S24 18Ga ST Brad Nailer Manufactured or supplied by National Nail Corp (7439).,,Paslode CT200S24 18Ga ST Brad Nailer designed for industrial and commercial use.,Manufacturer: National Nail Corp (7439),Manufacturer Part Number: 918200,,,,,,,,,,,,,,,,,,,,,,,,Paslode CT200S24 18Ga ST Brad Nailer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
