Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,Resolved_Brand,Brand_Confidence,Brand_Source,Extracted_Attributes,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,MANUFACTURER_NAME,BRAND_NAME,MANUFACTURER_PART_NUMBER,Product Name,SHORT_DESC,LONG_DESC1,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20
D0760UX,"D0760UX Diablo 7-1/4"" 60T Circ - Saw Blade",,,Diablo,Freud Inc (2435),Diablo,0.9,Structured source + description,"[('Size', '7-1/4', 'in')]",Size,7-1/4,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freud Inc (2435),Diablo,D0760UX,"Diablo 7-1/4"" 60T Circ - Saw Blade","Diablo 7-1/4"" 60T Circ - Saw Blade for industrial and commercial applications.","Diablo 7-1/4"" 60T Circ - Saw Blade Manufactured or supplied by Freud Inc (2435). Available product information includes Size: 7-1/4 in.","Diablo 7-1/4"" 60T Circ - Saw Blade designed for industrial and commercial use. Key identified specifications include Size: 7-1/4 in.",Brand: Diablo,Manufacturer: Freud Inc (2435),Manufacturer Part Number: D0760UX,Size: 7-1/4 in,,,,,,,,,,,,,,,,
230.312.08,230.312.08 CMT Locked Dado Pro Set,,,,CMT USA Inc (CMTUS),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMT USA Inc (CMTUS),Unknown,230.312.08,CMT Locked Dado Pro Set,CMT Locked Dado Pro Set for industrial and commercial applications.,CMT Locked Dado Pro Set Manufactured or supplied by CMT USA Inc (CMTUS).,CMT Locked Dado Pro Set designed for industrial and commercial use.,Manufacturer: CMT USA Inc (CMTUS),Manufacturer Part Number: 230.312.08,,,,,,,,,,,,,,,,,,
D0708LF,"D0708LF Saw Blade 7-1/4""x8 - Laminate & Wood Flooring",,,,Freud Inc (2435),Unknown,0.0,No evidence,"[('Size', '7-1/4', 'in')]",Size,7-1/4,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freud Inc (2435),Unknown,D0708LF,"Saw Blade 7-1/4""x8 - Laminate & Wood Flooring","Saw Blade 7-1/4""x8 - Laminate & Wood Flooring for industrial and commercial applications.","Saw Blade 7-1/4""x8 - Laminate & Wood Flooring Manufactured or supplied by Freud Inc (2435). Available product information includes Size: 7-1/4 in.","Saw Blade 7-1/4""x8 - Laminate & Wood Flooring designed for industrial and commercial use. Key identified specifications include Size: 7-1/4 in.",Manufacturer: Freud Inc (2435),Manufacturer Part Number: D0708LF,Size: 7-1/4 in,,,,,,,,,,,,,,,,,
D1012LF,"D1012LF Saw Blade 10""x12Teeth - Laminate & Wood Flooring",,,,Freud Inc (2435),Unknown,0.0,No evidence,"[('Size', '10', 'in')]",Size,10,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freud Inc (2435),Unknown,D1012LF,"Saw Blade 10""x12Teeth - Laminate & Wood Flooring","Saw Blade 10""x12Teeth - Laminate & Wood Flooring for industrial and commercial applications.","Saw Blade 10""x12Teeth - Laminate & Wood Flooring Manufactured or supplied by Freud Inc (2435). Available product information includes Size: 10 in.","Saw Blade 10""x12Teeth - Laminate & Wood Flooring designed for industrial and commercial use. Key identified specifications include Size: 10 in.",Manufacturer: Freud Inc (2435),Manufacturer Part Number: D1012LF,Size: 10 in,,,,,,,,,,,,,,,,,
D1216LF,"D1216LF Saw Blade 12""x16Teeth - Laminate & Wood Flooring",,,,Freud Inc (2435),Unknown,0.0,No evidence,"[('Size', '12', 'in')]",Size,12,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freud Inc (2435),Unknown,D1216LF,"Saw Blade 12""x16Teeth - Laminate & Wood Flooring","Saw Blade 12""x16Teeth - Laminate & Wood Flooring for industrial and commercial applications.","Saw Blade 12""x16Teeth - Laminate & Wood Flooring Manufactured or supplied by Freud Inc (2435). Available product information includes Size: 12 in.","Saw Blade 12""x16Teeth - Laminate & Wood Flooring designed for industrial and commercial use. Key identified specifications include Size: 12 in.",Manufacturer: Freud Inc (2435),Manufacturer Part Number: D1216LF,Size: 12 in,,,,,,,,,,,,,,,,,
DWA47421,"DWA47421 Dewalt 14"" Segmented - Rim Diamond Blade",,,DEWALT,Black & Decker/dewlt (2585),DEWALT,0.9,Structured source + description,"[('Size', '14', 'in')]",Size,14,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black & Decker/dewlt (2585),DEWALT,DWA47421,"Dewalt 14"" Segmented - Rim Diamond Blade","Dewalt 14"" Segmented - Rim Diamond Blade for industrial and commercial applications.","Dewalt 14"" Segmented - Rim Diamond Blade Manufactured or supplied by Black & Decker/dewlt (2585). Available product information includes Size: 14 in.","Dewalt 14"" Segmented - Rim Diamond Blade designed for industrial and commercial use. Key identified specifications include Size: 14 in.",Brand: DEWALT,Manufacturer: Black & Decker/dewlt (2585),Manufacturer Part Number: DWA47421,Size: 14 in,,,,,,,,,,,,,,,,
DWA4769,"DWA4769 Dewalt Rim Glass Tile - Blade 10""",,,,Black & Decker/dewlt (2585),DEWALT,0.6,Product description,"[('Size', '10', 'in')]",Size,10,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black & Decker/dewlt (2585),DEWALT,DWA4769,"Dewalt Rim Glass Tile - Blade 10""","Dewalt Rim Glass Tile - Blade 10"" for industrial and commercial applications.","Dewalt Rim Glass Tile - Blade 10"" Manufactured or supplied by Black & Decker/dewlt (2585). Available product information includes Size: 10 in.","Dewalt Rim Glass Tile - Blade 10"" designed for industrial and commercial use. Key identified specifications include Size: 10 in.",Brand: DEWALT,Manufacturer: Black & Decker/dewlt (2585),Manufacturer Part Number: DWA4769,Size: 10 in,,,,,,,,,,,,,,,,
49-93-9204,"49-93-9204 Milw 4-1/2"" Diamond - Tile Blade",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '4-1/2', 'in')]",Size,4-1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-93-9204,"Milw 4-1/2"" Diamond - Tile Blade","Milw 4-1/2"" Diamond - Tile Blade for industrial and commercial applications.","Milw 4-1/2"" Diamond - Tile Blade Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 4-1/2 in.","Milw 4-1/2"" Diamond - Tile Blade designed for industrial and commercial use. Key identified specifications include Size: 4-1/2 in.",Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 49-93-9204,Size: 4-1/2 in,,,,,,,,,,,,,,,,,
49-93-9207,"49-93-9207 Milw 7"" Diamond - Tile Blade",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '7', 'in')]",Size,7,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-93-9207,"Milw 7"" Diamond - Tile Blade","Milw 7"" Diamond - Tile Blade for industrial and commercial applications.","Milw 7"" Diamond - Tile Blade Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 7 in.","Milw 7"" Diamond - Tile Blade designed for industrial and commercial use. Key identified specifications include Size: 7 in.",Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 49-93-9207,Size: 7 in,,,,,,,,,,,,,,,,,
49-93-9210,"49-93-9210 Milw 10"" Diamond - Tile Blade",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '10', 'in')]",Size,10,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-93-9210,"Milw 10"" Diamond - Tile Blade","Milw 10"" Diamond - Tile Blade for industrial and commercial applications.","Milw 10"" Diamond - Tile Blade Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 10 in.","Milw 10"" Diamond - Tile Blade designed for industrial and commercial use. Key identified specifications include Size: 10 in.",Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 49-93-9210,Size: 10 in,,,,,,,,,,,,,,,,,
49-93-9202,"49-93-9202 Milw 4"" Diamond - Tile Blade",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '4', 'in')]",Size,4,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-93-9202,"Milw 4"" Diamond - Tile Blade","Milw 4"" Diamond - Tile Blade for industrial and commercial applications.","Milw 4"" Diamond - Tile Blade Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 4 in.","Milw 4"" Diamond - Tile Blade designed for industrial and commercial use. Key identified specifications include Size: 4 in.",Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 49-93-9202,Size: 4 in,,,,,,,,,,,,,,,,,
49-93-9205,"49-93-9205 Milw 5"" Diamond - Tile Blade",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '5', 'in')]",Size,5,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-93-9205,"Milw 5"" Diamond - Tile Blade","Milw 5"" Diamond - Tile Blade for industrial and commercial applications.","Milw 5"" Diamond - Tile Blade Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 5 in.","Milw 5"" Diamond - Tile Blade designed for industrial and commercial use. Key identified specifications include Size: 5 in.",Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 49-93-9205,Size: 5 in,,,,,,,,,,,,,,,,,
49-22-4702,49-22-4702 Milw 13pc Quik-Lock Hole Dozer Kit,,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Quantity', '13', 'pcs')]",Quantity,13,pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-22-4702,Milw 13pc Quik-Lock Hole Dozer Kit,Milw 13pc Quik-Lock Hole Dozer Kit for industrial and commercial applications.,Milw 13pc Quik-Lock Hole Dozer Kit Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Quantity: 13 pcs.,Milw 13pc Quik-Lock Hole Dozer Kit designed for industrial and commercial use. Key identified specifications include Quantity: 13 pcs.,Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 49-22-4702,Quantity: 13 pcs,,,,,,,,,,,,,,,,,
DJT155HHM,"DJT155HHM Diablo 3-3/5"" 10 TPI - Jig Saw Blade",,,,Freud Inc (2435),Diablo,0.6,Product description,"[('Size', '3-3/5', 'in')]",Size,3-3/5,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freud Inc (2435),Diablo,DJT155HHM,"Diablo 3-3/5"" 10 TPI - Jig Saw Blade","Diablo 3-3/5"" 10 TPI - Jig Saw Blade for industrial and commercial applications.","Diablo 3-3/5"" 10 TPI - Jig Saw Blade Manufactured or supplied by Freud Inc (2435). Available product information includes Size: 3-3/5 in.","Diablo 3-3/5"" 10 TPI - Jig Saw Blade designed for industrial and commercial use. Key identified specifications include Size: 3-3/5 in.",Brand: Diablo,Manufacturer: Freud Inc (2435),Manufacturer Part Number: DJT155HHM,Size: 3-3/5 in,,,,,,,,,,,,,,,,
790.82,790.820 CMT Planer Blade 2pc,,,,CMT USA Inc (CMTUS),Unknown,0.0,No evidence,"[('Quantity', '2', 'pcs')]",Quantity,2,pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMT USA Inc (CMTUS),Unknown,790.82,0 CMT Planer Blade 2pc,0 CMT Planer Blade 2pc for industrial and commercial applications.,0 CMT Planer Blade 2pc Manufactured or supplied by CMT USA Inc (CMTUS). Available product information includes Quantity: 2 pcs.,0 CMT Planer Blade 2pc designed for industrial and commercial use. Key identified specifications include Quantity: 2 pcs.,Manufacturer: CMT USA Inc (CMTUS),Manufacturer Part Number: 790.82,Quantity: 2 pcs,,,,,,,,,,,,,,,,,
794.321,794.321 HS Planer Knives 3pc,,,,CMT USA Inc (CMTUS),Unknown,0.0,No evidence,"[('Quantity', '3', 'pcs')]",Quantity,3,pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMT USA Inc (CMTUS),Unknown,794.321,HS Planer Knives 3pc,HS Planer Knives 3pc for industrial and commercial applications.,HS Planer Knives 3pc Manufactured or supplied by CMT USA Inc (CMTUS). Available product information includes Quantity: 3 pcs.,HS Planer Knives 3pc designed for industrial and commercial use. Key identified specifications include Quantity: 3 pcs.,Manufacturer: CMT USA Inc (CMTUS),Manufacturer Part Number: 794.321,Quantity: 3 pcs,,,,,,,,,,,,,,,,,
49-22-5641,49-22-5641 Milw Packout 15pc - Sawzall Blade Kit,,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Quantity', '15', 'pcs')]",Quantity,15,pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-22-5641,Milw Packout 15pc - Sawzall Blade Kit,Milw Packout 15pc - Sawzall Blade Kit for industrial and commercial applications.,Milw Packout 15pc - Sawzall Blade Kit Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Quantity: 15 pcs.,Milw Packout 15pc - Sawzall Blade Kit designed for industrial and commercial use. Key identified specifications include Quantity: 15 pcs.,Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 49-22-5641,Quantity: 15 pcs,,,,,,,,,,,,,,,,,
D0604TSH,"D0604TSH Diablo 6-1/2"" 4-Tooth - Cement Track Saw Blade",,,,Freud Inc (2435),Diablo,0.6,Product description,"[('Size', '6-1/2', 'in')]",Size,6-1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freud Inc (2435),Diablo,D0604TSH,"Diablo 6-1/2"" 4-Tooth - Cement Track Saw Blade","Diablo 6-1/2"" 4-Tooth - Cement Track Saw Blade for industrial and commercial applications.","Diablo 6-1/2"" 4-Tooth - Cement Track Saw Blade Manufactured or supplied by Freud Inc (2435). Available product information includes Size: 6-1/2 in.","Diablo 6-1/2"" 4-Tooth - Cement Track Saw Blade designed for industrial and commercial use. Key identified specifications include Size: 6-1/2 in.",Brand: Diablo,Manufacturer: Freud Inc (2435),Manufacturer Part Number: D0604TSH,Size: 6-1/2 in,,,,,,,,,,,,,,,,
D0620TSR,"D0620TSR Diablo 6-1/2""20 Tooth - Framing Saw Blade",,,,Freud Inc (2435),Diablo,0.6,Product description,"[('Size', '6-1/2', 'in')]",Size,6-1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freud Inc (2435),Diablo,D0620TSR,"Diablo 6-1/2""20 Tooth - Framing Saw Blade","Diablo 6-1/2""20 Tooth - Framing Saw Blade for industrial and commercial applications.","Diablo 6-1/2""20 Tooth - Framing Saw Blade Manufactured or supplied by Freud Inc (2435). Available product information includes Size: 6-1/2 in.","Diablo 6-1/2""20 Tooth - Framing Saw Blade designed for industrial and commercial use. Key identified specifications include Size: 6-1/2 in.",Brand: Diablo,Manufacturer: Freud Inc (2435),Manufacturer Part Number: D0620TSR,Size: 6-1/2 in,,,,,,,,,,,,,,,,
D0648TSF,"D0648TSF Diablo 6-1/2""48 Tooth - Plywood Track Saw Blade",,,,Freud Inc (2435),Diablo,0.6,Product description,"[('Size', '6-1/2', 'in')]",Size,6-1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freud Inc (2435),Diablo,D0648TSF,"Diablo 6-1/2""48 Tooth - Plywood Track Saw Blade","Diablo 6-1/2""48 Tooth - Plywood Track Saw Blade for industrial and commercial applications.","Diablo 6-1/2""48 Tooth - Plywood Track Saw Blade Manufactured or supplied by Freud Inc (2435). Available product information includes Size: 6-1/2 in.","Diablo 6-1/2""48 Tooth - Plywood Track Saw Blade designed for industrial and commercial use. Key identified specifications include Size: 6-1/2 in.",Brand: Diablo,Manufacturer: Freud Inc (2435),Manufacturer Part Number: D0648TSF,Size: 6-1/2 in,,,,,,,,,,,,,,,,
D0652TSL,"D0652TSL Diablo 6-1/2""52 Tooth - Laminate Track Saw Blade",,,,Freud Inc (2435),Diablo,0.6,Product description,"[('Size', '6-1/2', 'in')]",Size,6-1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freud Inc (2435),Diablo,D0652TSL,"Diablo 6-1/2""52 Tooth - Laminate Track Saw Blade","Diablo 6-1/2""52 Tooth - Laminate Track Saw Blade for industrial and commercial applications.","Diablo 6-1/2""52 Tooth - Laminate Track Saw Blade Manufactured or supplied by Freud Inc (2435). Available product information includes Size: 6-1/2 in.","Diablo 6-1/2""52 Tooth - Laminate Track Saw Blade designed for industrial and commercial use. Key identified specifications include Size: 6-1/2 in.",Brand: Diablo,Manufacturer: Freud Inc (2435),Manufacturer Part Number: D0652TSL,Size: 6-1/2 in,,,,,,,,,,,,,,,,
