Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,Resolved_Brand,Brand_Confidence,Brand_Source,Extracted_Attributes,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,MANUFACTURER_NAME,BRAND_NAME,MANUFACTURER_PART_NUMBER,Product Name
MWUG36010325,MWUG36010325 BLK MD Aerial Snow Heated Glove,,,,Tech Gear 5.7 Inc (TECGE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech Gear 5.7 Inc (TECGE),Unknown,MWUG36010325,MWUG36010325 BLK MD Aerial Snow Heated Glove
MWUG36010425,MWUG36010425 BLK LG Aerial Snow Heated Glove,,,,Tech Gear 5.7 Inc (TECGE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech Gear 5.7 Inc (TECGE),Unknown,MWUG36010425,MWUG36010425 BLK LG Aerial Snow Heated Glove
MWUG36010525,MWUG36010525 BLK XL Aerial Snow Heated Glove,,,,Tech Gear 5.7 Inc (TECGE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech Gear 5.7 Inc (TECGE),Unknown,MWUG36010525,MWUG36010525 BLK XL Aerial Snow Heated Glove
MWUG36010625,MWUG36010625 BLK 2X Aerial Snow Heated Glove,,,,Tech Gear 5.7 Inc (TECGE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech Gear 5.7 Inc (TECGE),Unknown,MWUG36010625,MWUG36010625 BLK 2X Aerial Snow Heated Glove
DPG15,DPG15 Dewalt AM/FM Hearing Protector,,,,Radians (7363),DEWALT,0.6,Product description,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radians (7363),DEWALT,DPG15,DPG15 Dewalt AM/FM Hearing Protector
F200B-21L,F200B-21L Milw M12 Womens - BLK Heated Hoodie Kit L,,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,F200B-21L,F200B-21L Milw M12 Womens - BLK Heated Hoodie Kit L
F200B-21M,F200B-21M Milw M12 Womens - BLK Heated Hoodie Kit M,,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,F200B-21M,F200B-21M Milw M12 Womens - BLK Heated Hoodie Kit M
M200B-21L,M200B-21L Milw M12 BLK - Heated Hoodie Kit L,,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,M200B-21L,M200B-21L Milw M12 BLK - Heated Hoodie Kit L
M200B-21M,M200B-21M Milw M12 BLK - Heated Hoodie Kit M,,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,M200B-21M,M200B-21M Milw M12 BLK - Heated Hoodie Kit M
M200B-21XL,M200B-21XL Milw M12 BLK - Heated Hoodie Kit XL,,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,M200B-21XL,M200B-21XL Milw M12 BLK - Heated Hoodie Kit XL
M200G-21L,M200G-21L Milw M12 Gray - Heated Hoodie Kit L,,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,M200G-21L,M200G-21L Milw M12 Gray - Heated Hoodie Kit L
M200G-21M,M200G-21M Milw M12 Gray - Heated Hoodie Kit M,,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,M200G-21M,M200G-21M Milw M12 Gray - Heated Hoodie Kit M
M200G-21XL,M200G-21XL Milw M12 Gray - Heated Hoodie Kit XL,,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,M200G-21XL,M200G-21XL Milw M12 Gray - Heated Hoodie Kit XL
48-11-2330,48-11-2330 Milw Heated Gear Power Source,,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,48-11-2330,48-11-2330 Milw Heated Gear Power Source
DCBP250C,DCBP520C Dewalt Starter Kit,,,DEWALT,Black & Decker/dewlt (2585),DEWALT,0.9,Structured source + description,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black & Decker/dewlt (2585),DEWALT,DCBP250C,DCBP520C Dewalt Starter Kit
5328,5328 Lg. Leather Phone Holster - Clip-on,,,,-,Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Unknown,5328,5328 Lg. Leather Phone Holster - Clip-on
3200-20,3200-20 Milw Voltage Detector,,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,3200-20,3200-20 Milw Voltage Detector
3202-20,3202-20 Milw Voltage Detector w/ LED,,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,3202-20,3202-20 Milw Voltage Detector w/ LED
3203-20,3203-20 Milw Dual Range Voltage Detector w/ LED,,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,3203-20,3203-20 Milw Dual Range Voltage Detector w/ LED
BC-12300,"BC-12300 BigCal 12""/300mm",,,,Woodpeckers Inc (WOODP),Unknown,0.0,No evidence,"[('Size', '12', 'in'), ('Measurement', '300', 'mm')]",Size,12,in,Measurement,300,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Woodpeckers Inc (WOODP),Unknown,BC-12300,"BC-12300 BigCal 12""/300mm"
BC-24600,"BC-24600 BigCal 24""/600mm",,,,Woodpeckers Inc (WOODP),Unknown,0.0,No evidence,"[('Size', '24', 'in'), ('Measurement', '600', 'mm')]",Size,24,in,Measurement,600,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Woodpeckers Inc (WOODP),Unknown,BC-24600,"BC-24600 BigCal 24""/600mm"
DW08302CG,DW08302CG Dewalt Laser - Green 3 Spot,,,DEWALT,Black & Decker/dewlt (2585),DEWALT,0.9,Structured source + description,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black & Decker/dewlt (2585),DEWALT,DW08302CG,DW08302CG Dewalt Laser - Green 3 Spot
GCL165-42GL,GCL165--42GL Cross Line Laser,,,,Robt Bosch Tool Corp (6564),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robt Bosch Tool Corp (6564),Unknown,GCL165-42GL,GCL165--42GL Cross Line Laser
DW08802CG,DW08802CG Dewalt Laser Green - Self-Level Cross Line,,,DEWALT,Black & Decker/dewlt (2585),DEWALT,0.9,Structured source + description,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black & Decker/dewlt (2585),DEWALT,DW08802CG,DW08802CG Dewalt Laser Green - Self-Level Cross Line
DW088CG,DW088CG Dewalt Laser - Green Cross Line,,,DEWALT,Black & Decker/dewlt (2585),DEWALT,0.9,Structured source + description,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black & Decker/dewlt (2585),DEWALT,DW088CG,DW088CG Dewalt Laser - Green Cross Line
DW089CG,DW089CG Dewalt Laser Level - 3 Line 30ft Range,,,DEWALT,Black & Decker/dewlt (2585),DEWALT,0.9,Structured source + description,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black & Decker/dewlt (2585),DEWALT,DW089CG,DW089CG Dewalt Laser Level - 3 Line 30ft Range
DCLE34520GB,DCLE34520GB Dewalt Laser 20V - Cross Line 5 Spot (Bare),,,DEWALT,Black & Decker/dewlt (2585),DEWALT,0.9,Structured source + description,"[('Voltage', '20', 'V')]",Voltage,20,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black & Decker/dewlt (2585),DEWALT,DCLE34520GB,DCLE34520GB Dewalt Laser 20V - Cross Line 5 Spot (Bare)
DCLE34031B,DCLE34031B Dewalt Line Laser - 20V Self-Leveling (Bare),,,DEWALT,Black & Decker/dewlt (2585),DEWALT,0.9,Structured source + description,"[('Voltage', '20', 'V')]",Voltage,20,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black & Decker/dewlt (2585),DEWALT,DCLE34031B,DCLE34031B Dewalt Line Laser - 20V Self-Leveling (Bare)
DW0822CG,DW0822CG Dewalt Cross Line - Plumb Spots Laser-Green,,,DEWALT,Black & Decker/dewlt (2585),DEWALT,0.9,Structured source + description,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black & Decker/dewlt (2585),DEWALT,DW0822CG,DW0822CG Dewalt Cross Line - Plumb Spots Laser-Green
25459,25459 Mason Line Brd Orange - 500',,,,U S Tape Company (6694),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U S Tape Company (6694),Unknown,25459,25459 Mason Line Brd Orange - 500'
35459,35459 Mason Line Brd Orange - 500' Replacement,,,,U S Tape Company (6694),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U S Tape Company (6694),Unknown,35459,35459 Mason Line Brd Orange - 500' Replacement
25759,25759 Mason Line Brd Orange - 1000',,,,U S Tape Company (6694),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U S Tape Company (6694),Unknown,25759,25759 Mason Line Brd Orange - 1000'
35112,35112 Mason Line Twist Yellow - 270',,,,U S Tape Company (6694),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U S Tape Company (6694),Unknown,35112,35112 Mason Line Twist Yellow - 270'
35115,35115 Mason Line Twist Green - 270',,,,U S Tape Company (6694),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U S Tape Company (6694),Unknown,35115,35115 Mason Line Twist Green - 270'
25168,25168 Mason Line Brd Green - 250',CENTURY COMPONENTS,,,U S Tape Company (6694),CENTURY COMPONENTS,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U S Tape Company (6694),CENTURY COMPONENTS,25168,25168 Mason Line Brd Green - 250'
35468,35468 Mason Line Brd Green - 500' Replacement,,,,U S Tape Company (6694),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U S Tape Company (6694),Unknown,35468,35468 Mason Line Brd Green - 500' Replacement
35494,35494 Mason Line Brd Blk/Yellw - 500' Replacement,,,,U S Tape Company (6694),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U S Tape Company (6694),Unknown,35494,35494 Mason Line Brd Blk/Yellw - 500' Replacement
MLSQ0120,"MLSQ0120 Milw 12"" RafterSquare",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '12', 'in')]",Size,12,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,MLSQ0120,"MLSQ0120 Milw 12"" RafterSquare"
MLSQ1120,MLSQ1120 Milw 300mm Rafter - Square (Metric),,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Measurement', '300', 'mm')]",Measurement,300,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,MLSQ1120,MLSQ1120 Milw 300mm Rafter - Square (Metric)
55227,"55227 Amana Countersink/Stop 1/8"" Drill TB",,,,Amana Tool Corp (AMATO),Unknown,0.0,No evidence,"[('Size', '1/8', 'in')]",Size,1/8,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amana Tool Corp (AMATO),Unknown,55227,"55227 Amana Countersink/Stop 1/8"" Drill TB"
37300952,"095842 Fisch Plug Cutter 3/8""",,,,-,Unknown,0.0,No evidence,"[('Size', '3/8', 'in')]",Size,3/8,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Unknown,37300952,"095842 Fisch Plug Cutter 3/8"""
6008,6008 Whiteside Router Bit,,,,Whiteside Machine & Repair Co (WHIMA),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whiteside Machine & Repair Co (WHIMA),Unknown,6008,6008 Whiteside Router Bit
